,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9
HSPB7,0.085825078,0.013237407,0.006999146,0.000864088,0.000379027,0.032577556,0.001837104,0.026119258,0.000412839
CLCNKA,0.000507025,0.000164271,0.002167126,0.000192948,0.000232057,0.000156299,0.001814157,0.000385568,0.000287018
FAM131C,0.0663983,0.000311201,0.002257903,0.000173137,0.000150023,0.000119372,0.001835083,0.000440397,0.000251349
EPHA2,0.021847617,0.01821962,1.322096705,0.043449424,0.045649216,8.92E-05,0.003677956,0.034808937,0.000325235
AL451042.2,0.000555801,0.000401327,0.002679854,0.000325959,0.000209977,0.00015737,0.00226555,0.000501236,0.000305894
ARHGEF19,0.005926685,0.002524383,0.002489812,0.000157998,0.000911954,0.000503074,0.003578783,0.006799999,0.000760528
AL109627.1,0.003360667,0.000242987,0.001807997,0.000278863,0.000148033,0.000118552,0.131031111,0.000378113,0.000251496
CPLANE2,0.013434911,0.00082115,0.002397862,0.00022015,0.000213644,0.000196679,0.002602467,0.00970435,0.00060161
FBXO42,0.04262767,0.012383025,0.044222094,0.05089248,0.000108118,0.000120367,0.270317793,0.035685699,0.056845743
SZRD1,0.307187766,0.103017263,0.518041492,0.077694818,0.008137135,0.087938212,1.002765298,0.171543375,0.08909668
SPATA21,0.005996136,0.004328956,0.216069236,0.000357271,0.001147945,0.000395857,0.002663981,0.001112491,0.000321855
NECAP2,0.009070424,0.037200838,0.410374701,0.124656044,0.048461605,0.027140001,0.518374741,0.139459312,0.081513934
LINC01772,0.001543571,0.000215981,0.002269261,0.000185506,0.000276827,0.000189028,0.001744526,0.000555444,0.000395862
AL137802.2,0.000644078,0.000205837,0.00201483,0.000200095,0.000356237,0.000179895,0.002156042,0.000506511,0.000380239
LINC01783,0.004739847,0.000312421,0.002762576,0.000226872,0.000258121,0.000151369,0.002309466,0.000565258,0.000331394
NBPF1,0.018166225,0.01096736,0.489088982,0.00026589,0.000150411,0.000133695,0.003237256,0.043238353,0.000251563
AL137798.1,0.000880355,0.000179063,0.002343009,0.00021088,0.000207416,0.000157238,0.002113819,0.000384498,0.000278977
CROCC,0.078301437,0.016525194,0.223531932,0.041319057,0.000675032,0.000479335,0.121441483,0.013281911,0.00086678
BX284668.5,0.006254005,0.020266775,0.457581341,0.000144181,0.077954285,0.057866782,0.286849499,0.071415603,0.061270136
MFAP2,0.011632761,0.003005023,0.425085545,0.000160792,0.002061252,0.074073344,0.269613087,0.126124114,0.000814787
ATP13A2,0.057528574,0.023399014,0.745485306,2.57E-05,0.049599823,0.035754286,0.405953199,0.09312278,0.043442499
SDHB,0.212989241,0.047877632,0.018863399,0.048702188,0.170516565,0.10254512,0.92156297,0.023168677,0.160100073
PADI2,0.000624169,0.000485634,0.002378203,0.000294777,0.000270173,0.000191163,0.002320415,0.013183037,0.000297635
PADI4,0.001090719,0.004166553,0.002720848,0.000297381,0.000483014,0.000211654,0.003212516,0.002586022,0.000656525
RCC2-AS1,0.000524407,0.000156161,0.0022102,0.000203136,0.000219231,0.000144691,0.001888156,0.000552263,0.000295338
RCC2,0.030696174,0.008217082,0.273423076,0.045564037,0.069840118,0.074705377,0.516309977,0.067842752,0.085760266
ARHGEF10L,0.156606346,0.140306205,0.708669841,0.000109003,0.080411956,0.032077041,0.282007247,0.088226765,0.000635853
IGSF21,0.097107679,0.004706202,0.003449477,0.045125015,0.000327594,0.000257792,0.136026546,0.009712132,0.000600666
KLHDC7A,0.004356659,0.000870307,0.002330034,0.000257428,0.000115033,0.028647857,0.0018695,0.000440059,0.040566988
ALDH4A1,0.327057004,0.525084376,0.427198827,0.225516036,0.219224691,0.15754503,2.083318472,0.114578269,0.376317799
IFFO2,0.026369542,0.009141786,0.213343844,0.047823664,0.003199155,0.000669375,0.25925833,0.058582265,0.00036057
AL137127.1,0.00744196,0.000344916,0.007306105,0.000423995,0.000259376,0.000411177,0.134970054,0.036907148,0.000630527
UBR4,0.079024963,0,0.235314041,0.000102725,0.000106168,0.000172906,0.504499197,0.051519811,0.090401135
EMC1-AS1,0.001189904,0.000716626,0.002596738,0.000201223,0.000187599,0.030788254,0.002281627,0.000712187,0.000348886
EMC1,0.146252036,0.02654635,0.25386852,0.147399753,0.099896513,0.069988415,0.42430687,0.10292621,0.086187705
MRTO4,0.148626372,0.074450575,0.214133412,0.043856353,0.114235632,0.032656673,0.510910749,0.059780117,0.043757338
AKR7A3,0.305650592,0.006780155,0.373756647,0.154698566,0.052129313,0.000146804,0.607981026,0.001084749,0.114236765
AKR7A2,0.200845748,0.112050876,0.43692261,0.062300865,0.000312762,0.057175126,1.095937967,0.119828895,0.079088196
SLC66A1,0.138719633,0.054850485,0.243467525,0.047413893,0.001941426,0.035091989,0.136010945,0.07780496,0.000586859
CAPZB,0.283276528,0.08275722,0.354656577,0.048153874,0.118155725,0.096442893,1.114131689,0.606752872,0.158750921
MICOS10,0.447833478,0.037333805,1.677056432,0.123133205,0.246085465,0.101154454,1.634221196,0.381377369,0.180994466
NBL1,0.2332744,0.097774543,1.147061229,0.041580811,0.048114449,0.044849355,0.652185321,0.32383737,0.06042584
TMCO4,0.021835953,0.011944183,0.004767351,0.046132516,0.00041191,0.034504544,0.29296574,0.027589358,0.041946728
OTUD3,0.013919265,0.002526143,0.002822191,0.000686688,0.000270119,0.00019162,0.002868755,0.007895861,0.000283899
PLA2G2A,0.285898447,1.070870042,1.606873631,0.273391187,0.254856646,0.210751638,1.619753003,0.572006643,0.384233296
PLA2G5,0.019965924,0.002752926,0.002131483,0.000129328,0.050162598,0.037806716,0.132920831,0.088729948,0.00042134
PLA2G2D,0.018318564,0.016873449,0.001982583,0.00011798,0.000245866,0.000633449,0.417075515,0.126508772,0.053091764
Z98257.1,0.001294994,0.000176272,0.002346723,0.000236124,0.000164908,0.000128787,0.002656072,0.001380771,0.000251738
UBXN10-AS1,0.002621841,0.000462636,0.002625275,0.00024653,0.000323993,0.000232988,0.002081059,0.003919336,0.000359351
UBXN10,0.080227815,0.00432978,0.003359176,0.001436658,0.000878327,0.000165056,0.003600862,0.016891593,0.002539826
AL139254.3,0.000615009,0.000197895,0.002213374,0.000228181,0.000218766,0.000152257,0.002002627,0.000438141,0.000286918
CAMK2N1,0.222922638,0.0461169,0.818547487,0.041800413,0.058520295,0.037746344,1.2423141,0.132179663,0.244155839
MUL1,0.132118315,0.065642394,0.502190292,0.107148752,0.004652972,4.36E-05,0.536279261,0.046240732,0.049229935
FAM43B,0.000573875,0.015113761,0.222226784,0.000215201,0.000249516,0.000211821,0.002702047,0.027469059,0.000606431
CDA,0.026172202,0.039529655,0.002796242,0.000627911,0.000338283,0.000301736,0.004162348,0.03394806,0.000827819
PINK1,0.154661894,0.096906833,0.735592186,0.091523319,0.114848554,0.08949665,0.886389792,0.147219747,0.28997305
PINK1-AS,0.000943169,0.000426109,0.00212146,0.000257765,0.000278226,0.000268917,0.002243189,0.002192137,0.000638263
DDOST,0.27304703,0.055034764,0.706452489,0.077747092,0.132080331,0.048997272,1.265370369,0.176612273,0.088378474
KIF17,0.001399079,0.000993061,0.003218524,0.000347332,0.042398065,0.000316363,0.003669357,0.001516503,0.000502256
HP1BP3,0.17183657,0.089923225,0.687961698,0.093134373,0.070848644,0.032884698,0.395765156,0.187571466,0.089278467
EIF4G3,0.066079743,0.024336761,0.215631276,0.00045777,0.000871562,0.032694444,0.521652758,0.021299345,0.038742237
ECE1,0.286234885,0.147274718,0.39221862,0.083465785,0.043176647,0.06476149,0.440974712,0.330270261,0.143551096
AL031728.1,0.000481258,0.000155784,0.002349004,0.000205882,0.00021176,0.000143321,0.001784023,0.000512116,0.000381832
NBPF3,0.000395517,0.002261441,0.002418892,0.000273088,0.000200487,0.033375148,0.003301827,0.002043927,0.000186939
ALPL,0.015615457,0.076633342,0.251184344,0.059270781,0.000237122,0.034489971,0.186168864,0.11815054,0.001317303
RAP1GAP,0.052573867,0.018403385,0.089671709,0.000415762,0.000221892,0.000387523,0.127098471,0.064863756,0.000545046
USP48,0.043793604,0.053960439,0.032738585,0.098279774,0.040818788,0.030973054,0.611647964,0.085377216,0.13909407
LDLRAD2,0.000564309,0.000278676,0.002376084,0.000250769,0.000251589,0.000173896,0.001948644,0.000530498,0.000321126
HSPG2,0.434805483,0.421088904,1.29801631,0.191431329,0.172423691,0.044559941,1.046476841,0.690966189,0.354094058
CELA3A,0.000508563,0.000199518,0.002306639,0.000191637,0.000213275,0.000153024,0.001786387,0.000400606,0.000295577
LINC01635,0.000597875,0.000218098,0.00229998,0.000225241,0.000280577,0.000163649,0.001845541,0.000510392,0.000365412
LINC00339,0.037938483,0.0183059,0.216276422,0.000299391,0.000123589,0.000110372,0.569059312,0.029232176,0.043426722
CDC42,0.429411143,0.158826649,1.330475926,0.119418077,0.158040524,0.120003112,1.975881577,0.356417388,0.200698867
CDC42-AS1,0.007786795,0.000113198,0.002157828,0.000218451,0.000164747,0.032539308,0.001661212,0.001438334,0.000200077
WNT4,0.010273595,0.010893519,0.003859258,0.000227303,0.000887651,0.002183637,0.003291379,0.028701665,0.000377742
ZBTB40,0.015334859,0.008046028,0.005054341,0.000227997,0.001879962,0.001333408,0.145760074,0.016144508,0.000447133
C1QA,0.583815277,1.067733169,2.197639942,0.313683242,0.128693298,0.100561865,1.982339859,1.420061707,0.199878305
C1QC,0.255918831,0.096105285,0.198814705,0.188154787,0.146076247,0.249226987,1.351281047,0.60285753,0.270121723
C1QB,0.74328357,0.902555704,1.460055351,0.292917192,0.270451903,0.192481056,1.58276391,1.15528965,0.238243863
EPHB2,0.030586539,0.009804308,0.004841823,0.140516713,0.001548966,0.000113345,0.507568419,0.044742636,0.114604056
TEX46,0.000966446,0.000364931,0.002486222,0.000206942,0.000339642,0.000160853,0.001818468,0.000539612,0.000359018
KDM1A,0.047450699,0.005517416,0.48419559,0.001315791,0.119493127,0.00030817,0.257088155,0.086881891,0.000263411
LUZP1,0.038660314,0.020000048,0.001491796,0.000196682,0.000402637,0.000443657,0.515236318,0.08695887,0.000247529
HTR1D,0.001062343,0.000590427,0.228391737,0.000201905,0.000216927,0.000189713,0.002140694,0.000489172,0.000426478
LINC01355,0.003230879,0.016633386,0.015628465,0.000435481,0.000260992,0.000328134,0.0027482,0.052765328,0.000544671
HNRNPR,0.174544007,0.03900281,0.459107161,0.046319537,0.000622631,0.105388984,0.742020488,0.17428942,0.119560458
ZNF436,0.001523125,0.000331426,0.001851291,0.000232497,0.0002128,0.000320633,0.002172577,0.021806052,0.000297649
ZNF436-AS1,0.004655763,0.00033414,0.002183575,0.000141467,0.00025453,0.000167126,0.126013145,0.000362311,0.000350517
AL109936.2,0.001438802,0.001233285,0.003388924,0.000304554,0.000348631,0.000282146,0.002558223,0.000877916,0.000453972
TCEA3,0.286818057,0.092918701,0.80168283,0.071426533,0.094566651,0.075644158,0.724606812,0.010988789,0.242131352
ASAP3,0.050685726,0.017423881,0.002354236,0.00040494,0.000213788,9.04E-05,0.133337229,0.017828833,0.000352802
E2F2,0.000527937,0.000537742,0.002589415,0.000363335,0.000359901,0.000189769,0.002066014,0.019428181,0.043218799
AL021154.1,0.000461505,0.000110589,0.002131377,0.000175532,0.000169242,0.000120389,0.001689106,0.000437833,0.000266951
ID3,0.175957203,0.066518635,1.092554212,0.20294328,0.147543177,0.118523613,0.507655561,0.442511916,0.169549704
MDS2,0.001277082,0.000331761,0.002158638,0.000234291,0.000333553,0.000441927,0.002811677,0.001215893,0.000456334
RPL11,1.446930766,1.907014847,3.240039349,0.266992688,0.414136529,0.258378744,4.008214951,3.573696136,0.629526913
ELOA-AS1,0.014331363,0.005179514,0.002310391,0.000337893,0.000805422,0.000174407,0.002297771,0.005429736,0.000689088
ELOA,0.027965887,0.038300689,0.225058109,0.001414511,0.000367205,0.000893995,0.145051286,0.06472633,0.000478473
PITHD1,0.027491951,0.072938733,0.65714252,3.50E-05,0.045337316,0.042896453,0.426995158,0.111231595,0.040848624
LYPLA2,0.162768707,0.099502049,1.354890585,0.043818939,0.097360224,0.081932761,0.934967756,0.172932848,0.134417653
GALE,0.159511104,0.051180609,1.091388106,0.001152199,9.29E-05,0.109477185,0.406899869,0.062493358,0.000117831
HMGCL,0.388108701,0.24453108,0.867790163,0.108327605,0.110082246,0.079506218,1.196284413,0.024711585,0.189328358
FUCA1,0.191689432,0.081161067,0.626977086,0.099570312,0.089557528,0.082060695,0.550818264,0.135938883,0.198278219
CNR2,0.001083528,0.0006564,0.002547707,0.000300646,0.000632506,0.000217491,0.121668711,0.013937226,0.000409775
PNRC2,0.105421521,0.054972094,0.726881504,0.094763167,0.041364923,0.00539567,0.301359445,0.161766276,0.00042646
SRSF10,0.250671685,0.039639018,0.644274592,0.042582035,0.00071185,0.000244884,0.361738116,0.149216458,0.092584364
MYOM3,0.00049811,0.000163296,0.002145002,0.000210531,0.000228773,0.000151114,0.001749385,0.000373665,0.000292949
IL22RA1,0.034396436,0.000570965,0.002216021,0.000257777,0.000181857,0.00019942,0.00272674,0.002328997,0.000533976
IFNLR1,0.020876292,0.001033401,0.002487696,0.00012486,0.000142009,0.000131103,0.123519294,0.001217972,0.000259835
STPG1,0.005801794,0.001052589,0.003938589,0.000324601,0.000223529,0.000173976,0.002791657,0.006575208,0.000490448
NIPAL3,0.015395534,0.000777622,0.21092619,0.000410938,0.039915267,0.000437464,0.00244664,0.045146964,0.039133303
RCAN3AS,0.000533585,0.000457899,0.002345903,0.000265393,0.000240071,0.000185088,0.002137603,0.000830877,0.000339457
RCAN3,0.0006629,0.019476013,0.233753651,0.000525053,0.046529789,0.000263091,0.27694121,0.058714658,0.000315794
NCMAP-DT,0.00070991,0.000172907,0.002216105,0.000214435,0.000215785,0.000159091,0.002017577,0.000404152,0.000293741
NCMAP,0.014843235,0.002791463,0.244447127,0.000281744,0.000224232,0.000146617,0.003120994,0.001753771,0.043551113
SRRM1,0.09525127,0.009442307,0.707140625,0.000218974,0.000210383,0.00074029,0.127194837,0.067840286,0.049412109
CLIC4,0.039346583,0.091420285,0.764840066,0.040394735,0.057758465,0.003073683,0.164297327,0.342743516,0.208578363
RUNX3,0.092325099,0.013593717,0.002369896,0.065995164,0.037478685,0.005136238,0.143670842,0.123973265,0.000549054
SYF2,0.182588294,0.03079837,0.545957088,0.071522392,0.047199111,0.055607431,0.958889902,0.144831151,0.157354772
AL031432.4,0.000630313,0.000243813,0.00246483,0.000237731,0.000237781,0.000156322,0.002086723,0.000518526,0.000325743
RSRP1,0.05450464,0.079364844,0.458250314,0.000273347,0.000399226,0.041281514,0.015151576,0.151614755,0.000257867
AL031432.3,0.000825264,0.000329348,0.002134617,0.00019904,0.000269779,0.000182104,0.002000707,0.000461592,0.000551832
TMEM50A,0.116370648,0.000977336,1.447516918,0.123359725,0.087203458,0.076285698,0.92170459,0.185058653,0.145562679
RHCE,0.000491916,0.000154433,0.004484131,0.000187825,0.040631097,0.000119988,0.001598211,0.002403698,0.00026
MACO1,0.163772002,0.046215292,0.819408119,9.79E-05,0.038205057,0.000132024,0.223062888,0.023824872,0.036514554
LDLRAP1,0.096187659,0.045371756,0.479373604,0.090495296,0.000272546,0.000277504,0.290049136,0.152403921,0.086855821
AL606491.1,0.001591587,0.000290717,0.002360793,0.000195743,0.000321011,0.000208897,0.00235038,0.000484941,0.000466245
MAN1C1,0.002607954,0.044594731,0.007071647,0.000155107,0.003172971,0.000363283,0.13829805,0.077708587,0.039946705
SELENON,0.223430917,0.068855084,0.748311698,0.066095956,0.1108215,0.081987947,0.569891036,0.343470007,0.114190735
AL020996.1,0.000422306,0.000123714,0.003676851,0.000180423,0.000168041,0.000177393,0.001536311,0.000884372,0.000231944
MTFR1L,0.078685187,0.105081491,0.73720336,0.044254772,0.069069818,0.075440533,0.542408705,0.134160414,0.221304491
AUNIP,0.000565704,0.000413913,0.002451635,0.000222773,0.000235618,0.000167427,0.002213066,0.001595383,0.000345457
PAQR7,0.023455532,0.041352272,0.205450356,0.007734237,0.000206165,0.039053019,0.12218333,0.011617471,0.045291055
STMN1,0.33240962,0.112730898,1.547789216,0.183814183,0.067355201,0.039036717,1.281858683,0.284998,0.2121941
PAFAH2,0.031656012,0.008263681,0.221109271,0.044571254,0.000145788,0.000208094,0.206294492,0.027325079,0.044770163
EXTL1,0.000694618,0.000192031,0.00218399,0.000289606,0.000253763,0.000166974,0.00182373,0.000564738,0.000340556
SLC30A2,0.000557223,0.000158289,0.002140771,0.000253877,0.000196352,0.000156281,0.002209002,0.000860354,0.000287776
AL391650.2,0.000529183,0.000209514,0.002479165,0.000237949,0.000201475,0.000146087,0.001884871,0.000481067,0.000286171
TRIM63,0.000479438,0.000155257,0.002169548,0.000209403,0.000192061,0.000157648,0.001814649,0.000541998,0.000295235
PDIK1L,0.001536214,0.010690474,0.003468309,0.001643205,0.000351083,0.000632295,0.003657187,0.016425006,0.000656106
FAM110D,0.067879774,0.000847276,0.001679924,0.000228478,0.000142241,0.035415079,0.002036253,0.072917536,0.045719501
AL391650.1,0.000489075,0.000181287,0.002058098,0.000199569,0.000203427,0.000163223,0.001914193,0.0003871,0.000296042
ZNF593,0.495690465,0.150280282,0.523601115,0.161630675,0.20497179,0.129817277,1.4699049,0.149121761,0.332296908
CNKSR1,0.000502808,0.000233827,0.002058568,0.000264958,0.000248198,0.031937506,0.001987201,0.001192595,0.000262551
CEP85,0.036291149,0.000360571,0.002334999,0.000231609,0.000190619,0.035376187,0.122582927,0.011976766,0.044846874
SH3BGRL3,0.511101186,0.675475299,2.791095972,0.268752545,0.27581659,0.22458531,1.990839481,1.275060415,0.579940021
UBXN11,0.116376534,0.06755998,0.003723959,0.052085526,0.042405348,0.037729122,0.414719373,0.109450094,0.000647574
CD52,0.181271657,0.324741006,1.140260577,0.202126458,0.126586214,0.09759298,1.181999326,0.941876173,0.38387531
CRYBG2,0.085789256,0.002530443,0.392907351,0.075773679,0.109052151,0.000198616,0.398051888,0.007353905,9.87E-05
ZNF683,0.00563447,0.000254955,0.002406223,0.000225653,0.000224241,0.000202444,0.002263395,0.000985662,0.000317472
DHDDS,0.108842015,0.017549759,0.581891894,0.000207146,0.00166424,0.003788064,0.133438781,0.024489893,0.085863762
HMGN2,0.483175397,0.328206927,2.037305593,0.254665971,0.226499647,0.11067827,1.96342802,0.806885481,0.290626913
RPS6KA1,0.120269403,0.040661514,0.79108882,0.054654643,0.087505907,6.97E-05,0.368085742,0.11549627,0.039470289
AL512408.1,0.001146035,0.000301298,0.002616656,0.000323108,0.000240828,0.000232898,0.002349085,0.00052408,0.000331767
ARID1A,0.042189531,0.051268764,0.238275975,0.082942054,0.06011657,0.000329675,0.445287734,0.112615407,0.040024802
PIGV,0.014463755,0.049962632,0.006425824,0.044311505,0.003346365,0.000233479,0.11935205,0.052214574,0.000531422
ZDHHC18,0.103950582,0.077224359,0.228154212,0.09028209,0.000109196,0.050221,0.34677431,0.082201473,0.00075107
SFN,0.307614416,0.132045686,1.658526778,0.078473121,0.090725929,0.130743191,1.734868884,0.075741462,0.272102267
GPN2,0.037121248,0.004354351,0.002038477,0.04429419,0.000188149,0.029561628,0.596313179,0.059931561,0.091041267
GPATCH3,0.099623866,0.014855295,0.46215871,0.000774961,0.000305777,0.001225682,0.473697841,0.00677782,0.000781325
NUDC,0.441946328,0.131214708,0.329826295,0.193024591,0.117578007,0.120643191,1.90521419,0.230931208,0.204709858
NR0B2,0.002228626,0.073866405,0.013301298,0.045250162,0.000451462,0.028682563,0.283683777,0.02358334,0.037352663
KDF1,0.000439532,0.002967327,0.00288525,0.000373203,0.000418336,0.000294556,0.001821296,0.000508784,0.000239335
TRNP1,0.036707938,0.000806928,1.55646801,0.000267075,0.001138192,0.057550292,0.024050163,0.021777118,0.041008253
TENT5B,0.006100076,0.002257307,0.003429556,0.000401482,0.000514354,0.000540655,0.002957225,0.031558871,0.000618206
SLC9A1,0.012493887,0.016793393,0.374928832,0.00039199,0.000255087,0.000278567,0.001746889,0.059650958,0.040593419
WDTC1,0.016111048,0.015656454,0.228797898,0.000417372,0.000684819,0.035336405,0.308133721,0.070791706,0.057068609
TMEM222,0.183110058,0.181803033,0.746471345,0.096975528,0.062869199,0.063254006,0.592412591,0.146543056,0.048596226
SYTL1,0.080802761,0.049543954,0.399504304,0.00183585,0.000132502,0.033597425,0.477421165,0.10630586,0.044332169
MAP3K6,0.022499582,0.01469903,0.237600446,0.100535803,0.04899339,0.000355715,0.253368646,0.118090011,0.05029064
FCN3,0.004075943,0.219722211,0.437344402,0.05131834,0.000131442,0.037165955,0.112903476,0.008530571,0.114215672
