time,V_C.nT1,V_C.T1,V_C.nT0,V_C.T0,V_C.nivolumab,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT1,V_P.T1,V_P.nT0,V_P.T0,V_P.nivolumab,V_P.cabozantinib,V_T.C_x,V_T.T_exh,V_T.C1,V_T.T1,V_T.T0,V_T.APC,V_T.mAPC,V_T.c,V_T.P0,V_T.P1,V_T.nivolumab,V_T.cabozantinib,V_T.v_cabo,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.IL2,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.APC,V_LN.mAPC,V_LN.nivolumab,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_CT.PD1_PDL1,syn_CT.PD1_PDL2,syn_CT.PD1_aPD1,syn_CT.PD1_aPD1_PD1,syn_CT.PDL1_aPDL1,syn_CT.PDL1_aPDL1_PDL1,syn_DN.CD28_CD80,syn_DN.CD28_CD80_CD28,syn_DN.CD28_CD86,syn_DN.PDL1_CD80,syn_DN.CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4,syn_DN.CD80_CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4_CD80,syn_DN.CTLA4_CD86,syn_DN.CD86_CTLA4_CD86,syn_DN.CTLA4_aCTLA4,syn_DN.CTLA4_aCTLA4_CTLA4,syn_DN.PDL1_aPDL1,syn_DN.PDL1_aPDL1_PDL1,Treg_P.CTLA4_aCTLA4,Treg_P.CTLA4_aCTLA4_CTLA4,Treg_T.CTLA4_aCTLA4,Treg_T.CTLA4_aCTLA4_CTLA4
137,158.302,265694,3.12915,132247,2.821e-07,8.13056e-07,7.8962e-05,0.000171926,1314.01,1.2235e+06,25.97,824760,2.02968e-08,1.0666e-10,2.75468e+08,1.55831e+08,8.58545e+10,5.97735e+08,1.03939e+10,4.11928e+06,2.76974e+06,36462.7,1.59908e-05,1.59908e-06,2.48438e-07,4.20884e-07,2.60259e+11,8.51145,165.049,3.6388e+09,3.20348e-08,0.0307887,61.1223,1.81029e+09,5e+08,2.39223e+07,1.11562e-07,4.12635e-09,1.3326e-05,1.58519e-06,1.3326e-06,1.58519e-07,141.13,1.11917,0.11195,2.03169,10.7584,1.80593,1.54799,0.141495,0.713647,9.50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,158.297,269036,3.12915,133923,2.78001e-07,7.65341e-07,7.29592e-05,0.000169502,1313.97,1.24026e+06,25.97,836415,2.03243e-08,1.00401e-10,2.75407e+08,1.55854e+08,8.58464e+10,5.97758e+08,1.03938e+10,4.11899e+06,2.76959e+06,36491.7,1.59821e-05,1.59821e-06,2.44672e-07,3.96184e-07,2.57003e+11,8.49846,165.035,3.63851e+09,3.2032e-08,0.0307883,61.1223,1.8103e+09,5e+08,2.39255e+07,1.09867e-07,3.88419e-09,1.33189e-05,1.58445e-06,1.33189e-06,1.58445e-07,140.124,1.11066,0.111099,2.01724,10.7769,1.80906,1.55275,0.141893,0.711048,9.50795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,158.292,272387,3.12915,135602,2.7398e-07,7.21049e-07,6.74128e-05,0.000167113,1313.93,1.25713e+06,25.97,848155,2.03426e-08,9.45902e-11,2.7532e+08,1.55877e+08,8.58375e+10,5.97762e+08,1.03936e+10,4.11866e+06,2.76942e+06,36517,1.59723e-05,1.59723e-06,2.40979e-07,3.73256e-07,2.53819e+11,8.48571,165.021,3.63823e+09,3.20291e-08,0.0307879,61.1222,1.8103e+09,5e+08,2.39285e+07,1.08204e-07,3.65941e-09,1.33109e-05,1.5836e-06,1.33109e-06,1.5836e-07,139.144,1.10229,0.110262,2.00315,10.795,1.81215,1.55801,0.14234,0.708252,9.50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,158.287,275744,3.12915,137285,2.70035e-07,6.79928e-07,6.22881e-05,0.000164757,1313.89,1.2741e+06,25.97,859976,2.03521e-08,8.91958e-11,2.7521e+08,1.55898e+08,8.58279e+10,5.97748e+08,1.03935e+10,4.11829e+06,2.76922e+06,36538.6,1.59614e-05,1.59614e-06,2.37357e-07,3.51969e-07,2.50707e+11,8.47319,165.007,3.63794e+09,3.20264e-08,0.0307875,61.1222,1.8103e+09,5e+08,2.39312e+07,1.06572e-07,3.45071e-09,1.3302e-05,1.58264e-06,1.3302e-06,1.58264e-07,138.188,1.09405,0.109437,1.98942,10.8126,1.81519,1.56372,0.142831,0.705284,9.50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,158.282,279132,3.12915,138984,2.66165e-07,8.15053e-07,7.89623e-05,0.000173433,1313.85,1.29117e+06,25.97,871879,2.03531e-08,1.06922e-10,2.75077e+08,1.55918e+08,8.58175e+10,5.97717e+08,1.03934e+10,4.11789e+06,2.76899e+06,36556.8,1.59496e-05,1.59496e-06,2.33804e-07,4.21918e-07,2.4764e+11,8.46091,164.993,3.63765e+09,3.20236e-08,0.0307871,61.1222,1.8103e+09,5e+08,2.39336e+07,1.04971e-07,4.13649e-09,1.32924e-05,1.58158e-06,1.32924e-06,1.58158e-07,137.258,1.08594,0.108626,1.97605,10.8297,1.81818,1.56984,0.143363,0.702165,9.50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,158.277,282531,3.12915,140689,2.62366e-07,7.67309e-07,7.29595e-05,0.000170988,1313.81,1.30834e+06,25.97,883864,2.0346e-08,1.00659e-10,2.74924e+08,1.55937e+08,8.58063e+10,5.97668e+08,1.03933e+10,4.11745e+06,2.76874e+06,36571.6,1.59369e-05,1.59369e-06,2.30319e-07,3.97203e-07,2.44638e+11,8.44885,164.979,3.63736e+09,3.20209e-08,0.0307868,61.1222,1.8103e+09,5e+08,2.39358e+07,1.03399e-07,3.89418e-09,1.32819e-05,1.58044e-06,1.32819e-06,1.58043e-07,136.351,1.07797,0.107829,1.96302,10.8463,1.82112,1.57634,0.143931,0.698912,9.50115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,158.272,285935,3.12915,142397,2.58639e-07,7.22989e-07,6.74131e-05,0.000168577,1313.77,1.3256e+06,25.97,895928,2.03313e-08,9.48447e-11,2.74751e+08,1.55955e+08,8.57945e+10,5.97603e+08,1.03932e+10,4.11697e+06,2.76846e+06,36583.2,1.59234e-05,1.59234e-06,2.26901e-07,3.7426e-07,2.41704e+11,8.43701,164.966,3.63708e+09,3.20182e-08,0.0307864,61.1221,1.8103e+09,5e+08,2.39378e+07,1.01857e-07,3.66925e-09,1.32708e-05,1.5792e-06,1.32708e-06,1.5792e-07,135.468,1.07014,0.107046,1.95033,10.8625,1.82402,1.58318,0.144534,0.695543,9.4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,158.267,289345,3.12915,144107,2.5498e-07,6.8184e-07,6.22883e-05,0.000166201,1313.73,1.34296e+06,25.97,908069,2.03092e-08,8.94467e-11,2.74559e+08,1.55971e+08,8.5782e+10,5.97523e+08,1.03931e+10,4.11645e+06,2.76816e+06,36591.6,1.59092e-05,1.59092e-06,2.23547e-07,3.52959e-07,2.38834e+11,8.42539,164.952,3.63679e+09,3.20155e-08,0.0307861,61.1221,1.81031e+09,5e+08,2.39395e+07,1.00343e-07,3.46042e-09,1.32591e-05,1.57789e-06,1.32591e-06,1.57789e-07,134.608,1.06245,0.106277,1.93797,10.8782,1.82688,1.59033,0.145166,0.692073,9.49693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,158.262,292784,3.12915,145833,2.51388e-07,8.16938e-07,7.89626e-05,0.000174857,1313.69,1.36041e+06,25.97,920285,2.02801e-08,1.07169e-10,2.74351e+08,1.55986e+08,8.57686e+10,5.97427e+08,1.0393e+10,4.1159e+06,2.76784e+06,36596.9,1.58942e-05,1.58942e-06,2.20255e-07,4.22893e-07,2.36006e+11,8.41398,164.939,3.6365e+09,3.20129e-08,0.0307858,61.1221,1.81031e+09,5e+08,2.39409e+07,9.88563e-08,4.14606e-09,1.32467e-05,1.5765e-06,1.32467e-06,1.5765e-07,133.771,1.05491,0.105522,1.92594,10.8934,1.82969,1.59777,0.145827,0.688517,9.49464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,158.257,296231,3.12915,147563,2.47861e-07,7.69168e-07,7.29598e-05,0.000172392,1313.65,1.37795e+06,25.9699,932579,2.02443e-08,1.00903e-10,2.74126e+08,1.56e+08,8.57546e+10,5.97317e+08,1.03928e+10,4.11532e+06,2.76748e+06,36599.4,1.58786e-05,1.58786e-06,2.17024e-07,3.98165e-07,2.33238e+11,8.40278,164.926,3.63621e+09,3.20103e-08,0.0307854,61.1221,1.81031e+09,5e+08,2.39422e+07,9.73968e-08,3.90362e-09,1.32338e-05,1.57505e-06,1.32338e-06,1.57504e-07,132.957,1.0475,0.104781,1.91424,10.9082,1.83246,1.60547,0.146513,0.684887,9.49224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,158.252,299683,3.12915,149295,2.44398e-07,7.24821e-07,6.74133e-05,0.000169961,1313.61,1.39558e+06,25.9699,944946,2.02023e-08,9.50851e-11,2.73886e+08,1.56012e+08,8.57399e+10,5.97194e+08,1.03927e+10,4.1147e+06,2.76711e+06,36599.1,1.58623e-05,1.58623e-06,2.13854e-07,3.75209e-07,2.30531e+11,8.39178,164.914,3.63592e+09,3.20077e-08,0.0307851,61.122,1.81031e+09,5e+08,2.39431e+07,9.5964e-08,3.67855e-09,1.32204e-05,1.57353e-06,1.32204e-06,1.57352e-07,132.164,1.04024,0.104055,1.90284,10.9226,1.83519,1.61341,0.147223,0.681194,9.48974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,158.247,303136,3.12914,151029,2.40997e-07,6.83647e-07,6.22885e-05,0.000167565,1313.57,1.4133e+06,25.9699,957385,2.01542e-08,8.96837e-11,2.73631e+08,1.56024e+08,8.57245e+10,5.97056e+08,1.03926e+10,4.11404e+06,2.76671e+06,36596.2,1.58455e-05,1.58455e-06,2.10742e-07,3.53895e-07,2.27885e+11,8.38098,164.901,3.63563e+09,3.20052e-08,0.0307848,61.122,1.81031e+09,5e+08,2.39438e+07,9.4557e-08,3.46959e-09,1.32065e-05,1.57194e-06,1.32065e-06,1.57194e-07,131.393,1.03312,0.103342,1.89175,10.9366,1.83788,1.62157,0.147955,0.677448,9.48715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,158.242,306618,3.12914,152777,2.37657e-07,8.18719e-07,7.89627e-05,0.000176202,1313.53,1.43109e+06,25.9699,969894,2.01003e-08,1.07403e-10,2.73363e+08,1.56034e+08,8.57083e+10,5.96906e+08,1.03925e+10,4.11335e+06,2.76629e+06,36590.7,1.58281e-05,1.58281e-06,2.07686e-07,4.23815e-07,2.25275e+11,8.37038,164.889,3.63534e+09,3.20028e-08,0.0307845,61.122,1.81031e+09,5e+08,2.39443e+07,9.31749e-08,4.1551e-09,1.31921e-05,1.57031e-06,1.31921e-06,1.5703e-07,130.643,1.02613,0.102644,1.88097,10.9501,1.84053,1.62994,0.148706,0.673658,9.48447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,158.237,310107,3.12914,154529,2.34376e-07,7.70924e-07,7.29599e-05,0.000173718,1313.49,1.44897e+06,25.9699,982474,2.0041e-08,1.01133e-10,2.73082e+08,1.56044e+08,8.56915e+10,5.96744e+08,1.03923e+10,4.11262e+06,2.76584e+06,36582.8,1.58103e-05,1.58103e-06,2.04687e-07,3.99074e-07,2.22721e+11,8.35997,164.877,3.63505e+09,3.20004e-08,0.0307843,61.122,1.81031e+09,5e+08,2.39446e+07,9.18174e-08,3.91253e-09,1.31773e-05,1.56862e-06,1.31773e-06,1.56861e-07,129.913,1.01929,0.101959,1.87048,10.9633,1.84314,1.63849,0.149475,0.669832,9.4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,158.232,313596,3.12914,156282,2.31153e-07,7.26553e-07,6.74135e-05,0.000171269,1313.45,1.46693e+06,25.9699,995122,1.99765e-08,9.53122e-11,2.72789e+08,1.56052e+08,8.5674e+10,5.96569e+08,1.03922e+10,4.11186e+06,2.76537e+06,36572.5,1.57919e-05,1.57919e-06,2.01741e-07,3.76105e-07,2.20222e+11,8.34974,164.865,3.63477e+09,3.1998e-08,0.030784,61.122,1.81032e+09,5e+08,2.39446e+07,9.04841e-08,3.68734e-09,1.31621e-05,1.56688e-06,1.31621e-06,1.56687e-07,129.204,1.01259,0.101289,1.86027,10.976,1.84571,1.64722,0.150262,0.665978,9.47885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,158.227,317086,3.12914,158035,2.27987e-07,6.85354e-07,6.22887e-05,0.000168854,1313.42,1.48497e+06,25.9699,1.00783e+06,1.99071e-08,8.99076e-11,2.72485e+08,1.56059e+08,8.56558e+10,5.96383e+08,1.03921e+10,4.11107e+06,2.76488e+06,36560.1,1.57732e-05,1.57732e-06,1.98849e-07,3.54778e-07,2.17779e+11,8.3397,164.854,3.63448e+09,3.19957e-08,0.0307837,61.1219,1.81032e+09,5e+08,2.39443e+07,8.91743e-08,3.47825e-09,1.31465e-05,1.56509e-06,1.31465e-06,1.56509e-07,128.514,1.00602,0.100632,1.85035,10.9884,1.84824,1.65611,0.151064,0.662102,9.47592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,158.223,320603,3.12914,159802,2.24875e-07,8.20402e-07,7.89629e-05,0.000177473,1313.38,1.50308e+06,25.9699,1.02061e+06,1.98331e-08,1.07624e-10,2.72169e+08,1.56065e+08,8.56368e+10,5.96187e+08,1.03919e+10,4.11024e+06,2.76437e+06,36545.5,1.5754e-05,1.5754e-06,1.96008e-07,4.24686e-07,2.1537e+11,8.32983,164.843,3.6342e+09,3.19934e-08,0.0307835,61.1219,1.81032e+09,5e+08,2.39439e+07,8.78873e-08,4.16363e-09,1.31306e-05,1.56326e-06,1.31306e-06,1.56326e-07,127.843,0.999584,0.0999881,1.84071,11.0004,1.85073,1.66514,0.15188,0.658211,9.47292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,158.218,324125,3.12914,161571,2.21818e-07,7.72583e-07,7.29601e-05,0.000174971,1313.34,1.52126e+06,25.9699,1.03345e+06,1.97546e-08,1.01351e-10,2.71843e+08,1.5607e+08,8.56172e+10,5.95979e+08,1.03918e+10,4.10938e+06,2.76383e+06,36528.9,1.57344e-05,1.57344e-06,1.93218e-07,3.99933e-07,2.13011e+11,8.32014,164.832,3.63391e+09,3.19912e-08,0.0307832,61.1219,1.81032e+09,5e+08,2.39432e+07,8.66226e-08,3.92095e-09,1.31143e-05,1.56139e-06,1.31143e-06,1.56139e-07,127.191,0.993284,0.099358,1.83134,11.012,1.85319,1.67431,0.152709,0.654308,9.46985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,158.213,327645,3.12914,163340,2.18812e-07,7.28188e-07,6.74136e-05,0.000172504,1313.3,1.53951e+06,25.9699,1.04636e+06,1.96719e-08,9.55267e-11,2.71508e+08,1.56075e+08,8.55969e+10,5.95762e+08,1.03917e+10,4.10849e+06,2.76327e+06,36510.4,1.57145e-05,1.57145e-06,1.90477e-07,3.76951e-07,2.10704e+11,8.31062,164.821,3.63363e+09,3.1989e-08,0.030783,61.1219,1.81032e+09,5e+08,2.39423e+07,8.538e-08,3.69564e-09,1.30978e-05,1.55948e-06,1.30978e-06,1.55948e-07,126.558,0.987116,0.098741,1.82223,11.0233,1.85562,1.68361,0.153551,0.650399,9.46672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,158.208,331163,3.12914,165108,2.15858e-07,6.86966e-07,6.22888e-05,0.000170072,1313.26,1.55783e+06,25.9699,1.05932e+06,1.95853e-08,9.01191e-11,2.71163e+08,1.56079e+08,8.5576e+10,5.95535e+08,1.03915e+10,4.10756e+06,2.76268e+06,36490,1.56942e-05,1.56942e-06,1.87785e-07,3.55613e-07,2.08447e+11,8.30126,164.81,3.63335e+09,3.19869e-08,0.0307828,61.1219,1.81032e+09,5e+08,2.39411e+07,8.41588e-08,3.48643e-09,1.30809e-05,1.55753e-06,1.30809e-06,1.55753e-07,125.943,0.981078,0.098137,1.81338,11.0342,1.858,1.69303,0.154404,0.646489,9.46352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,158.203,334707,3.12914,166889,2.12955e-07,8.21992e-07,7.8963e-05,0.000178673,1313.22,1.57621e+06,25.9699,1.07234e+06,1.94949e-08,1.07832e-10,2.70809e+08,1.56081e+08,8.55543e+10,5.95299e+08,1.03914e+10,4.1066e+06,2.76208e+06,36467.9,1.56736e-05,1.56736e-06,1.85139e-07,4.2551e-07,2.06221e+11,8.29207,164.8,3.63308e+09,3.19848e-08,0.0307826,61.1218,1.81032e+09,5e+08,2.39398e+07,8.29584e-08,4.17171e-09,1.30638e-05,1.55555e-06,1.30638e-06,1.55555e-07,125.345,0.975167,0.0975458,1.80479,11.0447,1.86036,1.70255,0.155267,0.64258,9.46025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158.198,338254,3.12914,168671,2.101e-07,7.74149e-07,7.29601e-05,0.000176154,1313.18,1.59466e+06,25.9699,1.08542e+06,1.94009e-08,1.01556e-10,2.70447e+08,1.56084e+08,8.55319e+10,5.95054e+08,1.03913e+10,4.10561e+06,2.76145e+06,36444.2,1.56527e-05,1.56527e-06,1.82539e-07,4.00744e-07,2.04041e+11,8.28303,164.79,3.6328e+09,3.19827e-08,0.0307823,61.1218,1.81032e+09,5e+08,2.39382e+07,8.17785e-08,3.9289e-09,1.30464e-05,1.55354e-06,1.30464e-06,1.55354e-07,124.765,0.969383,0.0969672,1.79644,11.055,1.86268,1.71218,0.156141,0.638676,9.45693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,158.193,341797,3.12914,170452,2.07293e-07,7.29733e-07,6.74137e-05,0.000173671,1313.14,1.61317e+06,25.9699,1.09855e+06,1.93037e-08,9.57294e-11,2.70077e+08,1.56085e+08,8.55089e+10,5.948e+08,1.03911e+10,4.10458e+06,2.7608e+06,36418.8,1.56315e-05,1.56315e-06,1.79985e-07,3.77751e-07,2.01909e+11,8.27415,164.78,3.63253e+09,3.19808e-08,0.0307821,61.1218,1.81032e+09,5e+08,2.39363e+07,8.06186e-08,3.70348e-09,1.30288e-05,1.5515e-06,1.30288e-06,1.55149e-07,124.201,0.963723,0.096401,1.78833,11.0648,1.86497,1.72191,0.157023,0.63478,9.45355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,158.189,345335,3.12914,172231,2.04532e-07,6.88489e-07,6.22888e-05,0.000171222,1313.1,1.63173e+06,25.9699,1.11173e+06,1.92032e-08,9.03189e-11,2.69699e+08,1.56086e+08,8.54853e+10,5.94538e+08,1.0391e+10,4.10352e+06,2.76013e+06,36392,1.56101e-05,1.56101e-06,1.77475e-07,3.56401e-07,1.99823e+11,8.26542,164.771,3.63226e+09,3.19788e-08,0.0307819,61.1218,1.81032e+09,5e+08,2.39343e+07,7.94785e-08,3.49416e-09,1.3011e-05,1.54943e-06,1.3011e-06,1.54942e-07,123.654,0.958184,0.0958469,1.78046,11.0744,1.86722,1.73172,0.157915,0.630896,9.45012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,158.184,348898,3.12914,174022,2.01818e-07,8.23493e-07,7.8963e-05,0.000179808,1313.06,1.65034e+06,25.9699,1.12497e+06,1.90998e-08,1.08029e-10,2.69313e+08,1.56086e+08,8.54609e+10,5.94267e+08,1.03908e+10,4.10243e+06,2.75943e+06,36363.8,1.55884e-05,1.55884e-06,1.75007e-07,4.26287e-07,1.97764e+11,8.25684,164.762,3.63199e+09,3.19769e-08,0.0307817,61.1218,1.81032e+09,5e+08,2.39321e+07,7.83573e-08,4.17932e-09,1.29929e-05,1.54733e-06,1.29929e-06,1.54733e-07,123.123,0.952764,0.0953048,1.77282,11.0837,1.86945,1.74162,0.158814,0.627024,9.44664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,158.179,352461,3.12914,175814,1.99148e-07,7.7563e-07,7.29602e-05,0.000177273,1313.02,1.66901e+06,25.9699,1.13825e+06,1.89936e-08,1.0175e-10,2.68921e+08,1.56085e+08,8.54359e+10,5.9399e+08,1.03907e+10,4.10131e+06,2.75872e+06,36334.2,1.55664e-05,1.55664e-06,1.72581e-07,4.0151e-07,1.95749e+11,8.2484,164.753,3.63172e+09,3.19751e-08,0.0307816,61.1218,1.81033e+09,5e+08,2.39296e+07,7.72548e-08,3.93641e-09,1.29747e-05,1.54521e-06,1.29747e-06,1.5452e-07,122.608,0.947462,0.0947745,1.76541,11.0926,1.87164,1.7516,0.159721,0.623167,9.4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,158.174,356018,3.12914,177603,1.96521e-07,7.31192e-07,6.74137e-05,0.000174774,1312.98,1.68773e+06,25.9699,1.15159e+06,1.88848e-08,9.59208e-11,2.68522e+08,1.56084e+08,8.54103e+10,5.93704e+08,1.03905e+10,4.10015e+06,2.75798e+06,36303.3,1.55443e-05,1.55443e-06,1.70197e-07,3.78506e-07,1.93777e+11,8.2401,164.744,3.63146e+09,3.19733e-08,0.0307814,61.1217,1.81033e+09,5e+08,2.39269e+07,7.61707e-08,3.71088e-09,1.29562e-05,1.54306e-06,1.29562e-06,1.54305e-07,122.108,0.942276,0.0942556,1.75822,11.1012,1.8738,1.76165,0.160635,0.619327,9.43951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,158.17,359568,3.12914,179388,1.93938e-07,6.89928e-07,6.22889e-05,0.00017231,1312.94,1.70649e+06,25.9699,1.16497e+06,1.87736e-08,9.05076e-11,2.68116e+08,1.56083e+08,8.5384e+10,5.93412e+08,1.03904e+10,4.09896e+06,2.75722e+06,36271.2,1.55219e-05,1.55219e-06,1.67853e-07,3.57146e-07,1.91848e+11,8.23194,164.735,3.6312e+09,3.19715e-08,0.0307812,61.1217,1.81033e+09,5e+08,2.3924e+07,7.51047e-08,3.50146e-09,1.29376e-05,1.54089e-06,1.29376e-06,1.54088e-07,121.623,0.937202,0.0937481,1.75124,11.1096,1.87594,1.77177,0.161555,0.615505,9.43588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,158.165,363142,3.12914,181186,1.91396e-07,8.24911e-07,7.89631e-05,0.000180879,1312.91,1.7253e+06,25.9699,1.17839e+06,1.866e-08,1.08215e-10,2.67704e+08,1.56081e+08,8.5357e+10,5.93113e+08,1.03902e+10,4.09775e+06,2.75644e+06,36237.9,1.54993e-05,1.54993e-06,1.65548e-07,4.27021e-07,1.89943e+11,8.22391,164.727,3.63094e+09,3.19698e-08,0.030781,61.1217,1.81033e+09,5e+08,2.39209e+07,7.4056e-08,4.18652e-09,1.29188e-05,1.5387e-06,1.29188e-06,1.53869e-07,121.153,0.932238,0.0932516,1.74448,11.1176,1.87804,1.78196,0.162482,0.611704,9.4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,158.16,366713,3.12914,182982,1.88895e-07,7.77028e-07,7.29603e-05,0.000178329,1312.87,1.74415e+06,25.9699,1.19186e+06,1.85442e-08,1.01934e-10,2.67286e+08,1.56078e+08,8.53293e+10,5.92807e+08,1.03901e+10,4.09649e+06,2.75564e+06,36203.5,1.54766e-05,1.54766e-06,1.63282e-07,4.02234e-07,1.88078e+11,8.21601,164.719,3.63069e+09,3.19682e-08,0.0307809,61.1217,1.81033e+09,5e+08,2.39176e+07,7.30245e-08,3.94351e-09,1.28999e-05,1.53648e-06,1.28999e-06,1.53648e-07,120.697,0.927383,0.092766,1.73792,11.1254,1.88012,1.79221,0.163414,0.607924,9.42848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,158.155,370277,3.12914,184775,1.86434e-07,7.32571e-07,6.74138e-05,0.000175815,1312.83,1.76304e+06,25.9699,1.20536e+06,1.84265e-08,9.61017e-11,2.66863e+08,1.56075e+08,8.53011e+10,5.92495e+08,1.03899e+10,4.09521e+06,2.75481e+06,36168.1,1.54537e-05,1.54537e-06,1.61053e-07,3.7922e-07,1.86253e+11,8.20824,164.711,3.63044e+09,3.19665e-08,0.0307807,61.1217,1.81033e+09,5e+08,2.39141e+07,7.20099e-08,3.71788e-09,1.28808e-05,1.53425e-06,1.28808e-06,1.53425e-07,120.255,0.922634,0.0922909,1.73156,11.1329,1.88217,1.80251,0.164353,0.604165,9.42471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,158.151,373831,3.12914,186563,1.84012e-07,6.91287e-07,6.22889e-05,0.000173337,1312.79,1.78197e+06,25.9699,1.21891e+06,1.83069e-08,9.06859e-11,2.66433e+08,1.56072e+08,8.52722e+10,5.92176e+08,1.03898e+10,4.0939e+06,2.75397e+06,36131.7,1.54305e-05,1.54305e-06,1.58862e-07,3.57849e-07,1.84468e+11,8.2006,164.703,3.63019e+09,3.1965e-08,0.0307806,61.1217,1.81033e+09,5e+08,2.39103e+07,7.1012e-08,3.50836e-09,1.28616e-05,1.532e-06,1.28616e-06,1.532e-07,119.827,0.91799,0.0918263,1.72539,11.1402,1.88419,1.81288,0.165296,0.60043,9.4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,158.146,377407,3.12914,188362,4.37431e-07,8.26251e-07,7.89631e-05,0.000181892,1312.75,1.80093e+06,25.9699,1.23249e+06,1.87305e-08,1.08391e-10,2.66239e+08,1.56045e+08,8.52423e+10,5.91878e+08,1.03896e+10,4.09256e+06,2.7531e+06,36101.1,1.54809e-05,1.54809e-06,3.77532e-07,4.27714e-07,1.82704e+11,8.19307,164.696,3.62994e+09,3.19634e-08,0.0307804,61.1216,1.81033e+09,5e+08,2.39064e+07,1.68641e-07,4.19332e-09,1.28872e-05,1.53487e-06,1.28872e-06,1.53486e-07,119.408,0.915838,0.0916111,1.71939,11.1472,1.88619,1.77783,0.163751,0.63515,9.42199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,158.141,380980,3.12914,190159,4.3032e-07,7.78349e-07,7.29603e-05,0.000179328,1312.71,1.81992e+06,25.9699,1.24611e+06,1.91235e-08,1.02107e-10,2.66537e+08,1.55974e+08,8.52111e+10,5.91643e+08,1.03895e+10,4.09118e+06,2.75221e+06,36086.7,1.55483e-05,1.55483e-06,3.71161e-07,4.02918e-07,1.80977e+11,8.18566,164.689,3.6297e+09,3.19619e-08,0.0307803,61.1216,1.81033e+09,5e+08,2.39022e+07,1.65892e-07,3.95021e-09,1.29423e-05,1.54145e-06,1.29423e-06,1.54144e-07,118.989,0.916447,0.091672,1.71342,11.1541,1.88819,1.73353,0.160686,0.656585,9.43505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
